Vendor ID,Total No. of Orders,AOV,Avg. Food Rating,Avg. Delivery Rating,Days operating,Avg. Daily orders,First order date,Last order date
DE_Bremen_0003,83,27.193975903614458,3.6666666666666665,3.6666666666666665,4,20.75,2024-01-11,2024-01-14
DE_Bremen_0005,281,28.61548042704626,3.409090909090909,3.0454545454545454,23,12.217391304347826,2023-12-22,2024-01-17
DE_Bremerhaven_0001,1104,25.08111413043478,3.775,4.35,135,8.177777777777777,2023-07-27,2024-01-17
DE_Buehl_0001,242,28.445661157024794,4.0,4.2105263157894735,20,12.1,2023-12-21,2024-01-14
DE_Burgwedel_0001,219,30.977168949771688,3.5,4.5,41,5.341463414634147,2023-08-15,2023-09-27
DE_Chemnitz_0001,2,44.6,,,2,1.0,2023-08-25,2023-08-30
DE_Chemnitz_0002,663,28.70656108597285,4.027027027027027,3.72972972972973,50,13.26,2023-11-23,2024-01-17
DE_Chemnitz_0003,397,26.45428211586902,3.8620689655172415,4.172413793103448,17,23.352941176470587,2023-12-05,2024-01-08
DE_Cologne_0001,740,29.265554054054054,3.7714285714285714,3.7848101265822787,59,12.542372881355933,2023-10-12,2024-01-17
DE_Cologne_0002,1,0.0,,,1,1.0,2023-10-13,2023-10-13
DE_Cologne_0003,2903,25.767233895969685,4.063197026022305,4.11578947368421,223,13.01793721973094,2023-05-25,2024-01-17
DE_Cologne_0004,2556,26.05136541471049,4.331818181818182,4.399122807017544,226,11.309734513274336,2023-05-25,2024-01-17
DE_Cologne_0005,3838,26.22184210526316,4.048571428571429,4.146005509641873,229,16.759825327510917,2023-05-25,2024-01-17
DE_Cologne_0007,553,24.528625678119347,4.089285714285714,4.271186440677966,102,5.421568627450981,2023-05-29,2023-11-12
DE_Cologne_0008,2,48.6,,,1,2.0,2023-08-07,2023-08-07
DE_Cologne_0009,507,27.087376725838265,3.8666666666666667,4.233333333333333,62,8.17741935483871,2023-07-31,2023-10-25
DE_Cologne_0010,325,26.552307692307693,3.4285714285714284,4.357142857142857,95,3.4210526315789473,2023-09-04,2024-01-16
DE_Cologne_0011,455,31.453296703296704,2.8214285714285716,3.1785714285714284,51,8.92156862745098,2023-10-13,2024-01-11
DE_Cologne_0012,2580,29.23747286821705,3.2710280373831777,3.3805309734513274,96,26.875,2023-10-12,2024-01-17
DE_Cologne_0013,39,33.815384615384616,3.0,1.0,4,9.75,2023-10-13,2023-10-21
DE_Dessau_0004,395,29.9326582278481,3.730769230769231,3.6153846153846154,49,8.061224489795919,2023-11-24,2024-01-17
DE_Dortmund_0001,1242,27.519460547504025,3.4831460674157304,4.161290322580645,175,7.097142857142857,2023-05-25,2024-01-17
DE_Dortmund_0002,396,26.46977272727273,3.1025641025641026,3.275,85,4.658823529411765,2023-06-21,2023-11-12
DE_Dortmund_0004,306,28.44232026143791,3.217391304347826,3.625,21,14.571428571428571,2023-10-12,2024-01-05
DE_Dresden_0001,3617,27.28699198230578,4.430051813471502,4.471502590673575,233,15.523605150214593,2023-05-25,2024-01-16
DE_Duesseldorf_0001,2029,28.34482503696402,3.2265625,3.2615384615384615,94,21.585106382978722,2023-10-14,2024-01-17
DE_Duesseldorf_0002,1687,28.23496739774748,3.3142857142857145,3.1682242990654204,91,18.53846153846154,2023-10-15,2024-01-17
DE_Duesseldorf_0004,789,26.153041825095055,3.9285714285714284,4.428571428571429,138,5.717391304347826,2023-05-25,2023-12-28
DE_Duesseldorf_0006,1391,26.3603738317757,3.7291666666666665,3.83,145,9.593103448275862,2023-06-28,2024-01-17
DE_Duesseldorf_0007,1658,27.441061519903496,3.8076923076923075,4.056338028169014,63,26.317460317460316,2023-10-14,2024-01-17
DE_Elmshorn_0001,855,28.818654970760235,3.619047619047619,3.7857142857142856,128,6.6796875,2023-09-04,2024-01-17
DE_Erfurt_0001,3366,26.767751039809863,3.911504424778761,4.469026548672566,226,14.893805309734514,2023-05-25,2024-01-17
DE_Erfurt_0002,3325,27.928842105263158,3.1779661016949152,3.6440677966101696,98,33.92857142857143,2023-10-12,2024-01-17
DE_Essen_0001,231,25.73835497835498,3.576923076923077,3.75,78,2.9615384615384617,2023-06-28,2023-11-20
DE_Essen_0002,906,26.807836644591614,4.00990099009901,4.349514563106796,99,9.151515151515152,2023-05-25,2023-12-18
DE_Essen_0003,1317,28.40738041002278,3.4794520547945207,3.904109589041096,78,16.884615384615383,2023-10-12,2024-01-17
DE_Essen_0004,1261,29.607605075337037,3.5904761904761906,4.045871559633028,88,14.329545454545455,2023-10-13,2024-01-17
DE_Feucht_0001,10,26.119999999999997,2.2,2.6,2,5.0,2023-10-27,2023-10-28
DE_Flensburg_0001,2898,28.18870255348516,3.672268907563025,4.042016806722689,158,18.341772151898734,2023-08-08,2024-01-17
DE_Flensburg_0002,2024,28.40373023715415,3.0,3.4594594594594597,93,21.763440860215052,2023-10-12,2024-01-17
DE_Frankfurt_0001,1651,26.139872804360994,3.9281045751633985,4.036585365853658,119,13.873949579831933,2023-06-21,2023-10-25
DE_Frankfurt_0002,229,29.331004366812227,2.3181818181818183,1.94,26,8.807692307692308,2023-10-13,2023-11-18
DE_Freiburg_0001,1147,26.295335658238884,3.8840579710144927,3.739130434782609,79,14.518987341772151,2023-10-03,2024-01-17
DE_Freiburg_0003,1033,29.85546950629235,3.849056603773585,3.7169811320754715,51,20.254901960784313,2023-11-23,2024-01-17
DE_Halle_0001,4097,26.124273858921164,4.155172413793103,4.287356321839081,234,17.50854700854701,2023-05-25,2024-01-17
DE_Halle_0003,2028,27.65914694280079,3.2291666666666665,3.6354166666666665,96,21.125,2023-10-12,2024-01-17
DE_Hamburg_0001,3637,26.844800659884523,3.7941176470588234,3.904632152588556,220,16.53181818181818,2023-05-25,2024-01-17
DE_Hamburg_0002,866,26.67332563510393,3.8472222222222223,4.093333333333334,103,8.407766990291263,2023-05-25,2023-09-20
DE_Hamburg_0003,1228,28.35590390879479,4.169811320754717,4.349056603773585,177,6.937853107344632,2023-05-25,2023-12-12
DE_Hamburg_0004,496,24.816532258064516,3.4358974358974357,3.6666666666666665,87,5.7011494252873565,2023-05-25,2024-01-17
DE_Hamburg_0005,3109,24.87972016725635,3.865979381443299,4.115384615384615,231,13.458874458874458,2023-05-25,2024-01-17
DE_Hamburg_0007,4296,27.685044227188083,3.8925925925925924,4.12962962962963,207,20.753623188405797,2023-05-25,2024-01-17
DE_Hamburg_0008,73,19.33150684931507,3.6,4.3,3,24.333333333333332,2023-05-25,2023-06-06
DE_Hamburg_0009,2140,26.347957943925234,3.798449612403101,3.9069767441860463,225,9.511111111111111,2023-05-26,2024-01-17
DE_Hamburg_0010,833,30.520528211284518,3.4444444444444446,3.1296296296296298,119,7.0,2023-08-31,2024-01-17
DE_Hamburg_0011,3759,28.569159350891194,3.316205533596838,3.3053435114503817,98,38.357142857142854,2023-10-12,2024-01-17
DE_Hamburg_0012,2376,28.772436868686867,2.768,3.0873015873015874,98,24.244897959183675,2023-10-12,2024-01-17
DE_Hamburg_0013,1883,27.26161444503452,2.5,2.6881720430107525,91,20.692307692307693,2023-10-18,2024-01-17
DE_Hamburg_0014,2148,28.448947858472998,3.1526717557251906,3.0833333333333335,90,23.866666666666667,2023-10-19,2024-01-17
DE_Hamburg_0015,3244,28.2540598027127,3.127551020408163,3.175,97,33.44329896907217,2023-10-12,2024-01-17
DE_Hamburg_0016,38,31.865789473684213,2.5714285714285716,1.2857142857142858,13,2.923076923076923,2023-10-12,2023-12-25
DE_Hamburg_0017,1230,30.43150406504065,2.793103448275862,3.0344827586206895,93,13.225806451612904,2023-10-12,2024-01-17
DE_Hamburg_0018,1,21.5,,,1,1.0,2023-10-12,2023-10-12
DE_Hamburg_0019,5295,27.425639282341834,3.3333333333333335,3.2195945945945947,97,54.58762886597938,2023-10-12,2024-01-17
DE_Hamburg_0022,152,26.128618421052632,3.823529411764706,4.411764705882353,20,7.6,2023-12-28,2024-01-17
DE_Hannover_0001,1962,24.65560652395515,3.9330143540669855,4.207373271889401,113,17.36283185840708,2023-05-25,2023-10-01
DE_Hannover_0002,715,26.848181818181818,4.208333333333333,4.319444444444445,197,3.6294416243654823,2023-05-26,2024-01-17
DE_Hannover_0003,1891,25.908122686409307,3.4628099173553717,3.622047244094488,218,8.674311926605505,2023-05-25,2024-01-17
DE_Hannover_0004,628,25.00374203821656,4.1020408163265305,4.489795918367347,104,6.038461538461538,2023-05-25,2023-10-29
DE_Hannover_0005,2744,27.32100218658892,3.4973821989528795,3.528205128205128,91,30.153846153846153,2023-10-12,2024-01-17
DE_Hannover_0006,953,28.205519412381953,3.112676056338028,3.4583333333333335,90,10.588888888888889,2023-10-12,2024-01-17
DE_Heidelberg_0001,804,29.369465174129353,2.878787878787879,2.893939393939394,104,7.730769230769231,2023-09-04,2024-01-17
DE_Heidelberg_0002,1502,30.656038615179764,3.1367521367521367,2.899159663865546,80,18.775,2023-10-14,2024-01-17
DE_Hilden_0001,132,27.48560606060606,4.222222222222222,4.333333333333333,10,13.2,2023-11-06,2023-11-15
DE_Karlsruhe_0001,220,29.260227272727274,4.363636363636363,4.121212121212121,27,8.148148148148149,2023-09-04,2023-10-25
DE_Karlsruhe_0002,2,42.075,,,1,2.0,2023-10-13,2023-10-13
DE_Kiel_0001,3804,23.99855415352261,3.71875,3.8035714285714284,201,18.925373134328357,2023-06-21,2024-01-17
DE_Kiel_0002,2124,27.525588512241054,3.467889908256881,3.6422018348623855,88,24.136363636363637,2023-10-12,2024-01-17
DE_Kiel_0003,4019,26.33591689474994,3.183246073298429,3.3717277486910993,93,43.215053763440864,2023-10-12,2024-01-17
DE_Kleve_0001,490,27.622448979591837,3.5,4.285714285714286,25,19.6,2023-12-19,2024-01-17
DE_Krefeld_0001,553,28.912296564195298,2.9047619047619047,3.5476190476190474,21,26.333333333333332,2023-10-27,2024-01-05
DE_Langenfeld_0001,1617,30.804947433518862,3.0,3.970149253731343,71,22.774647887323944,2023-11-08,2024-01-17
DE_Leipzig_0001,2996,26.311528704939917,4.28193832599119,4.282700421940929,228,13.140350877192983,2023-05-25,2024-01-15
DE_Leipzig_0002,1841,24.995105920695273,3.966666666666667,4.158730158730159,222,8.292792792792794,2023-05-25,2024-01-17
DE_Leipzig_0003,1198,26.896535893155257,3.577777777777778,3.8666666666666667,139,8.618705035971223,2023-08-25,2024-01-17
DE_Leipzig_0004,1460,29.159780821917806,3.2764227642276422,3.5,94,15.53191489361702,2023-10-12,2024-01-16
DE_Leipzig_0005,187,29.293315508021394,3.3333333333333335,3.0689655172413794,35,5.3428571428571425,2023-10-12,2023-12-05
DE_Leipzig_0006,2310,29.284415584415584,3.868131868131868,3.6373626373626373,94,24.574468085106382,2023-10-12,2024-01-17
DE_Ludwigsfelde_0001,1223,26.72563368765331,4.304347826086956,4.043478260869565,144,8.493055555555555,2023-08-25,2024-01-17
DE_Luebeck_0001,924,26.400670995670996,3.8955223880597014,4.104477611940299,143,6.461538461538462,2023-05-25,2023-11-16
DE_Lueneburg_0001,1808,25.969939159292036,3.4516129032258065,3.7580645161290325,141,12.822695035460994,2023-08-15,2024-01-17
DE_Lueneburg_0002,2029,29.10423854115328,2.8613861386138613,3.8415841584158414,97,20.917525773195877,2023-10-12,2024-01-17
DE_Magdeburg_0001,443,27.86252821670429,3.6129032258064515,4.193548387096774,61,7.262295081967213,2023-05-25,2023-12-19
DE_Magdeburg_0002,1995,26.30057644110276,4.215909090909091,4.363636363636363,224,8.90625,2023-05-25,2024-01-17
DE_Magdeburg_0003,1893,25.445192815636556,3.953271028037383,4.149532710280374,188,10.069148936170214,2023-05-25,2024-01-17
DE_Magdeburg_0004,1507,28.90524220305242,3.4901960784313726,3.950980392156863,97,15.536082474226804,2023-10-12,2024-01-17
DE_Magdeburg_0005,1025,27.66590243902439,3.44,3.74,89,11.51685393258427,2023-10-12,2024-01-17
DE_Magdeburg_0006,1,90.3,,,1,1.0,2024-01-16,2024-01-16
DE_Mannheim_0001,1149,24.677919930374237,4.148936170212766,4.173469387755102,87,13.206896551724139,2023-08-15,2023-11-29
DE_Mannheim_0002,705,26.21059574468085,3.878787878787879,4.03030303030303,28,25.178571428571427,2023-12-14,2024-01-17
DE_Moenchengladbach_0001,1542,31.08365758754864,3.104651162790698,2.9767441860465116,83,18.57831325301205,2023-10-12,2024-01-17
DE_Muelheim_0001,507,26.979388560157794,3.5483870967741935,4.032258064516129,77,6.584415584415584,2023-08-07,2023-10-31
DE_Muelheim_0003,951,29.931703470031547,3.45,3.425,48,19.8125,2023-11-14,2024-01-06
DE_Muenster_0001,1887,25.486613672496023,3.858974358974359,4.050955414012739,150,12.58,2023-05-25,2024-01-10
DE_Muenster_0002,662,28.204728096676735,2.875,3.05,59,11.220338983050848,2023-10-12,2024-01-17
DE_Munich_0001,1619,25.04881408276714,3.754491017964072,4.005747126436781,155,10.44516129032258,2023-05-25,2023-11-18
DE_Munich_0002,869,24.254718066743386,3.7777777777777777,4.078431372549019,127,6.84251968503937,2023-05-25,2023-11-07
DE_Munich_0003,490,24.818469387755105,3.9344262295081966,4.078125,60,8.166666666666666,2023-05-25,2023-11-13
DE_Munich_0004,5,53.279999999999994,,,1,5.0,2023-10-20,2023-10-20
DE_Munich_0005,251,29.509163346613548,3.264705882352941,3.2777777777777777,13,19.307692307692307,2023-10-13,2023-12-18
DE_Munich_0008,379,25.659366754617412,3.9722222222222223,4.361111111111111,82,4.621951219512195,2023-05-25,2023-10-11
DE_Munich_0012,66,23.291666666666668,4.142857142857143,4.0,5,13.2,2023-11-21,2023-11-25
DE_Neubrandenburg_0001,762,25.60787401574803,4.44,4.32,77,9.896103896103897,2023-09-15,2023-12-04
DE_Neumuenster_0001,1354,30.608729689807976,3.1555555555555554,3.2666666666666666,132,10.257575757575758,2023-09-04,2024-01-17
DE_Neumuenster_0002,1255,28.276015936254982,3.0208333333333335,3.7083333333333335,96,13.072916666666666,2023-10-12,2024-01-17
DE_Neuss_0001,626,28.201198083067094,2.757575757575758,3.0303030303030303,40,15.65,2023-10-21,2023-12-18
DE_Nuernberg_0003,609,27.02656814449918,3.21875,3.4696969696969697,64,9.515625,2023-09-11,2024-01-17
DE_Nuernberg_0004,2509,29.985368672777998,3.352112676056338,3.6164383561643834,86,29.174418604651162,2023-10-13,2024-01-17
DE_Oldenburg_0001,786,25.186386768447836,3.754385964912281,4.350877192982456,62,12.67741935483871,2023-05-25,2023-07-29
DE_Oldenburg_0002,1073,25.68904939422181,3.4096385542168677,3.7228915662650603,136,7.889705882352941,2023-07-31,2024-01-17
DE_Osterholz_0001,101,31.103960396039604,4.0,4.0,13,7.769230769230769,2024-01-03,2024-01-17
DE_Pinneberg_0001,1293,29.88526682134571,3.7285714285714286,3.8,52,24.865384615384617,2023-11-23,2024-01-17
DE_Potsdam_0002,920,25.579347826086956,4.0,4.27027027027027,227,4.052863436123348,2023-05-25,2024-01-17
DE_Potsdam_0003,2301,28.065514993481095,4.314685314685315,4.4475524475524475,230,10.004347826086956,2023-05-25,2024-01-17
DE_Potsdam_0004,847,26.745041322314048,3.4464285714285716,3.7142857142857144,90,9.411111111111111,2023-10-16,2024-01-17
DE_Potsdam_0005,1449,27.79806763285024,3.45,3.95,96,15.09375,2023-10-12,2024-01-17
DE_Potsdam_0007,527,30.644022770398482,4.172413793103448,4.0344827586206895,65,8.107692307692307,2023-11-13,2024-01-17
DE_Rellingen_0001,1333,28.963353338334585,4.032258064516129,4.338709677419355,98,13.60204081632653,2023-08-15,2023-12-09
DE_Rendsburg_0001,1325,30.731396226415093,4.0,4.2153846153846155,148,8.952702702702704,2023-08-08,2024-01-17
DE_Rendsburg_0002,1064,29.9843515037594,3.3653846153846154,4.019230769230769,86,12.372093023255815,2023-10-12,2024-01-17
DE_Rostock_0001,1680,24.806607142857143,3.87,3.82,53,31.69811320754717,2023-06-28,2023-08-20
DE_Rostock_0002,3423,24.584224364592462,4.185840707964601,3.9646017699115044,143,23.937062937062937,2023-08-21,2024-01-17
DE_Rostock_0003,3220,26.539301242236025,3.404580152671756,3.427480916030534,93,34.623655913978496,2023-10-12,2024-01-17
DE_Schleswig_0001,672,33.26086309523809,3.903225806451613,4.0,137,4.905109489051095,2023-08-08,2024-01-17
DE_Schleswig_0002,506,29.936462450592884,4.0,4.181818181818182,87,5.816091954022989,2023-10-12,2024-01-17
DE_Schwerin_0001,2055,26.13440389294404,4.049689440993789,4.037267080745342,184,11.168478260869565,2023-07-12,2024-01-17
DE_Schwerin_0002,1483,27.407720836142953,3.4411764705882355,3.088235294117647,88,16.852272727272727,2023-10-12,2024-01-17
DE_Stuttgart_0001,2882,25.511325468424705,3.7421875,3.7142857142857144,198,14.555555555555555,2023-06-28,2024-01-17
DE_Ulm_0001,652,24.658358895705522,4.121212121212121,4.151515151515151,67,9.73134328358209,2023-10-30,2024-01-17
DE_Ulm_0002,2548,31.426805337519625,3.96875,4.2578125,83,30.698795180722893,2023-10-13,2024-01-17
DE_Werder_0001,937,31.148932764140874,4.285714285714286,4.75,168,5.5773809523809526,2023-07-25,2024-01-17
DE_Werder_0002,438,28.889840182648403,2.3333333333333335,3.8666666666666667,94,4.659574468085107,2023-10-12,2024-01-17
DE_Wuppertal_0001,2179,27.11352455254704,2.86,2.972093023255814,91,23.945054945054945,2023-10-13,2024-01-17
DE_Wuppertal_0002,154,32.30097402597403,2.962962962962963,3.4814814814814814,12,12.833333333333334,2023-12-30,2024-01-17
