Rang,Name,1970,1980,1990,2000,2010,2020,2022,Bundesland
262.,Bensheim,27.675,32.964,35.056,38.557,39.729,40.791,42.089,Hessen

263.,Siegburg,33.667,34.616,35.441,37.638,39.746,41.669,42.049,Nordrhein-Westfalen

264.,Kirchheim unter Teck,28.921,32.136,35.842,38.796,39.859,40.774,41.907,Baden-Württemberg

265.,Schwäbisch Hall,23.665,31.562,32.226,35.456,37.137,40.679,41.898,Baden-Württemberg

266.,Coburg,42.671,45.633,44.246,42.756,41.076,40.842,41.842,Bayern

267.,Wunstorf,17.211,37.676,38.276,41.474,41.014,41.480,41.689,Niedersachsen

268.,Königswinter,31.357,34.983,35.013,38.891,40.771,41.122,41.495,Nordrhein-Westfalen

269.,Eberswalde⁠12,46.299,53.240,52.586,44.623,40.944,40.965,41.461,Brandenburg

270.,Nürtingen,21.432,35.680,38.337,39.040,40.364,41.154,41.403,Baden-Württemberg

271.,Germering,16.444,34.788,36.034,36.348,37.780,40.511,41.355,Bayern

272.,Nordhausen,44.547,47.038,46.422,45.633,44.296,40.969,41.339,Thüringen

273.,Hückelhoven⁠11,24.853,35.196,34.816,38.970,39.215,40.425,41.301,Nordrhein-Westfalen

274.,Schwabach,26.551,35.387,35.514,38.213,38.879,41.056,41.227,Bayern

275.,Buxtehude,22.799,31.631,32.276,36.699,39.748,40.026,40.919,Niedersachsen

276.,Buchholz in der Nordheide,13.996,28.521,31.489,35.916,38.735,40.091,40.810,Niedersachsen

277.,Neumarkt in der Oberpfalz,18.852,30.477,35.551,39.307,39.163,40.243,40.808,Bayern

278.,Pirmasens,55.211,49.876,47.680,45.212,40.384,40.176,40.682,Rheinland-Pfalz

279.,Lemgo,38.984,39.864,39.485,41.995,41.424,40.456,40.594,Nordrhein-Westfalen

280.,Freiberg,50.362,51.373,48.609,45.428,41.342,39.948,40.485,Sachsen

281.,Halberstadt,46.724,47.834,45.364,41.417,42.605,39.221,40.457,Sachsen-Anhalt

282.,Leinfelden-Echterdingen⁠13,12.488,35.263,34.940,35.667,37.222,40.161,40.420,Baden-Württemberg

283.,Hofheim am Taunus,18.705,33.197,35.277,37.441,38.253,39.905,40.371,Hessen

284.,Löhne,36.860,37.147,38.557,41.421,40.199,39.871,40.265,Nordrhein-Westfalen

285.,Ahaus,15.986,27.988,31.202,37.279,38.952,39.404,40.245,Nordrhein-Westfalen

286.,Schorndorf,20.979,33.631,37.687,38.645,39.236,39.785,40.204,Baden-Württemberg

287.,Völklingen,39.423,44.800,43.751,42.990,39.626,39.412,40.192,Saarland

288.,Maintal⁠15,16.429,36.916,36.336,38.179,37.962,39.307,39.815,Hessen

289.,Ostfildern⁠14,11.371,28.748,28.678,30.460,36.163,39.431,39.806,Baden-Württemberg

290.,Ettlingen,21.548,36.995,37.759,38.433,38.553,39.401,39.699,Baden-Württemberg

291.,Freital,42.103,46.149,40.033,40.129,39.275,39.405,39.558,Sachsen

292.,Neu-Isenburg,34.873,35.816,35.768,35.524,36.034,38.204,39.287,Hessen

293.,Niederkassel,20.616,25.996,29.240,34.613,37.552,38.512,39.281,Nordrhein-Westfalen

294.,Langen,29.891,28.826,31.992,35.208,35.570,38.524,39.217,Hessen

295.,Mettmann,30.623,36.676,38.998,38.708,39.300,38.749,39.134,Nordrhein-Westfalen

296.,Ilmenau,19.220,26.293,28.454,27.176,26.022,38.637,39.127,Thüringen

297.,Stendal,36.786,44.336,48.532,39.795,42.435,38.778,39.105,Sachsen-Anhalt

298.,Pirna,47.533,47.551,41.798,42.108,38.705,38.284,39.054,Sachsen

299.,Weißenfels,46.223,39.860,36.865,31.946,41.434,39.958,39.041,Sachsen-Anhalt

300.,Königs Wusterhausen,10.435,15.005,18.103,17.262,33.981,38.111,38.929,Brandenburg

301.,Kamp-Lintfort,38.429,37.961,39.019,39.982,38.394,37.635,38.665,Nordrhein-Westfalen

302.,Würselen,19.903,34.847,34.406,36.323,37.693,38.496,38.598,Nordrhein-Westfalen

303.,Papenburg,17.305,27.571,30.078,34.096,35.032,37.551,38.556,Niedersachsen

304.,Greven,26.653,28.743,31.010,34.217,36.044,37.709,38.207,Nordrhein-Westfalen

305.,Wesseling,25.948,29.005,30.710,34.931,35.116,36.731,38.192,Nordrhein-Westfalen

306.,Kehl,16.056,29.924,30.389,33.359,34.789,36.947,38.154,Baden-Württemberg

307.,Bautzen,43.818,48.277,48.588,43.353,40.573,38.006,38.140,Sachsen

308.,Haltern am See,15.272,30.965,34.025,36.776,37.763,37.845,38.117,Nordrhein-Westfalen

309.,Backnang,27.704,29.149,31.687,34.465,35.395,37.558,37.957,Baden-Württemberg

310.,Bitterfeld-Wolfen⁠8,29.232,22.933,17.988,16.507,45.171,37.568,37.894,Sachsen-Anhalt

311.,Fürstenfeldbruck,22.728,31.887,31.040,32.405,34.152,36.843,37.695,Bayern

312.,Warendorf,19.043,33.147,35.092,38.688,38.134,37.173,37.616,Nordrhein-Westfalen

313.,Tuttlingen,26.566,31.531,33.543,34.693,34.282,36.507,37.458,Baden-Württemberg

314.,Beckum,27.508,37.899,36.772,37.916,36.736,36.637,37.333,Nordrhein-Westfalen

315.,Cloppenburg,18.452,20.912,23.574,29.897,32.571,35.966,37.056,Niedersachsen

316.,Coesfeld,26.412,31.063,32.739,35.947,36.345,36.182,37.030,Nordrhein-Westfalen

317.,Suhl,31.661,48.429,54.731,48.025,38.776,36.395,37.009,Thüringen

318.,Erding,10.838,23.770,25.154,31.165,34.514,36.455,36.813,Bayern

319.,Sinsheim,8.056⁠(a),26.658,29.307,33.992,35.392,35.433,36.601,Baden-Württemberg

320.,Porta Westfalica⁠16,4.544⁠(a),34.538,35.061,36.182,35.122,35.734,36.374,Nordrhein-Westfalen

321.,Emsdetten,29.053,31.026,31.930,35.230,35.523,36.068,36.354,Nordrhein-Westfalen

322.,Winsen (Luhe),12.067,25.477,27.338,31.801,34.247,35.332,36.295,Niedersachsen

323.,Mühlhausen/Thüringen,45.190,43.544,41.075,38.695,35.978,35.799,36.226,Thüringen

324.,Voerde (Niederrhein),28.241,31.588,36.415,38.979,37.406,36.047,36.196,Nordrhein-Westfalen

325.,Meppen,18.697,28.135,30.508,33.412,34.944,35.457,36.117,Niedersachsen

326.,Limburg an der Lahn,15.250,28.573,29.912,33.572,33.400,35.648,36.053,Hessen

327.,Ingelheim am Rhein,18.939,19.596,21.153,24.678,24.152,35.161,36.002,Rheinland-Pfalz

328.,Crailsheim,16.763,24.685,27.917,32.085,33.021,34.661,35.760,Baden-Württemberg

329.,Bad Vilbel,18.010,25.931,25.075,29.716,31.822,34.714,35.758,Hessen

330.,Leer,30.463,31.303,31.375,33.849,34.301,34.958,35.663,Niedersachsen

331.,Lage,31.063,32.301,34.317,36.073,35.169,34.885,35.423,Nordrhein-Westfalen

332.,Mörfelden-Walldorf⁠18,11.923,30.182,29.538,32.173,34.035,34.799,35.291,Hessen

333.,Goch,27.617,28.778,29.843,32.675,34.106,34.531,35.270,Nordrhein-Westfalen

334.,St. Ingbert,29.295,41.844,40.931,39.971,37.195,35.213,35.216,Saarland

335.,Datteln,35.239,37.193,36.876,37.293,35.513,34.714,35.191,Nordrhein-Westfalen

336.,Deggendorf,19.356,30.649,30.214,31.219,31.661,33.750,35.172,Bayern

337.,Barsinghausen,21.042,32.962,33.391,34.497,33.618,34.394,35.156,Niedersachsen

338.,Steinfurt⁠17,17.357,32.303,31.484,33.955,33.901,34.431,35.102,Nordrhein-Westfalen

339.,Balingen,14.138,29.738,31.738,33.632,33.959,34.505,34.945,Baden-Württemberg

340.,Dietzenbach,13.396,25.248,29.784,32.982,33.186,34.429,34.928,Hessen

341.,Kempen,39.943,30.169,33.809,36.019,35.890,34.537,34.841,Nordrhein-Westfalen

342.,Seelze,10.321,30.336,30.974,33.192,32.782,34.260,34.742,Niedersachsen

343.,Wermelskirchen,26.810,34.737,35.865,37.016,35.437,34.597,34.739,Nordrhein-Westfalen

344.,Saarlouis,39.016,38.733,38.160,38.182,37.136,34.409,34.717,Saarland

345.,Wedel,29.590,30.493,30.752,32.060,32.203,33.935,34.538,Schleswig-Holstein

346.,Zweibrücken,32.814,34.923,33.918,35.719,33.944,34.001,34.534,Rheinland-Pfalz

346.,Viernheim,27.753,29.590,30.527,32.427,32.601,34.281,34.534,Hessen

348.,Ahrensburg,25.501,26.065,27.418,29.117,31.276,34.052,34.509,Schleswig-Holstein

349.,Merseburg,55.857,50.346,42.905,37.127,35.419,33.593,34.335,Sachsen-Anhalt

350.,Geldern,22.524,26.230,29.245,33.074,33.575,33.760,34.298,Nordrhein-Westfalen

351.,Korschenbroich,8.324⁠(a),26.169,29.227,33.782,33.078,33.484,34.187,Nordrhein-Westfalen

352.,Kornwestheim,28.830,27.037,29.198,29.831,31.292,33.743,34.130,Baden-Württemberg

353.,Radebeul,40.635,34.129,31.115,32.246,33.708,33.843,34.096,Sachsen

354.,Hemer,24.473,32.745,34.412,37.156,37.735,33.863,34.024,Nordrhein-Westfalen

355.,Biberach an der Riß,25.542,28.284,29.635,31.324,32.394,33.510,34.008,Baden-Württemberg

356.,Stuhr⁠(*),6.779⁠(a),26.418,27.457,30.799,33.344,33.565,33.952,Niedersachsen

357.,Uelzen,24.598,36.261,35.466,35.065,34.250,33.685,33.934,Niedersachsen

358.,Vechta,16.216,23.053,23.300,27.753,31.516,32.894,33.769,Niedersachsen

359.,Rheinfelden (Baden),16.469,27.415,29.148,31.642,32.330,32.919,33.581,Baden-Württemberg

360.,Schwedt/Oder,34.292,54.809,50.633,39.683,34.035,29.433,33.524,Brandenburg

361.,Bad Nauheim,14.493,26.979,28.599,30.199,31.176,32.493,33.445,Hessen

362.,Jülich,19.754,30.449,31.285,33.414,33.060,32.336,33.158,Nordrhein-Westfalen

363.,Forchheim,21.862,29.021,29.872,30.665,30.396,32.374,32.972,Bayern

364.,Lampertheim,24.362,31.449,30.800,32.231,31.337,32.660,32.870,Hessen

365.,Delbrück,5.599⁠(a),21.417,24.247,29.212,30.047,32.039,32.774,Nordrhein-Westfalen

366.,Achim,9.746⁠(a),27.680,28.974,29.735,30.143,32.084,32.752,Niedersachsen

367.,Herrenberg,12.507,25.422,27.344,29.907,31.292,31.818,32.649,Baden-Württemberg

368.,Fürstenwalde/Spree,30.841,34.515,34.413,34.044,32.468,31.992,32.646,Brandenburg

369.,Geesthacht,23.345,25.303,26.246,29.106,29.228,31.160,32.336,Schleswig-Holstein

370.,Naumburg (Saale),37.900,34.013,29.724,30.399,34.294,32.053,32.289,Sachsen-Anhalt

371.,Bernburg (Saale),45.367,42.262,39.901,33.825,35.516,32.257,32.261,Sachsen-Anhalt

372.,Itzehoe,36.150,33.613,32.817,33.549,32.368,31.796,32.258,Schleswig-Holstein

373.,Georgsmarienhütte,28.781,31.033,31.910,32.872,32.057,31.778,32.190,Niedersachsen

374.,Bramsche,10.635,23.747,28.120,30.633,30.986,31.225,32.179,Niedersachsen

375.,Nienburg/Weser,22.664,29.884,30.710,32.611,31.924,31.443,32.126,Niedersachsen

376.,Radolfzell am Bodensee,15.660,23.709,26.476,28.580,30.782,31.530,32.043,Baden-Württemberg

377.,Wernigerode,32.730,35.464,35.698,35.013,34.383,32.181,32.024,Sachsen-Anhalt

378.,Ganderkesee⁠(*),17.626,25.135,27.104,30.207,30.941,31.502,31.939,Niedersachsen

379.,Oer-Erkenschwick,24.360,27.329,28.222,30.686,30.312,31.532,31.838,Nordrhein-Westfalen

380.,Weyhe⁠(*) ⁠20,8.247⁠(a),22.890,26.050,30.240,30.362,31.011,31.672,Niedersachsen

381.,Emmerich am Rhein,24.402,29.336,28.322,28.899,29.571,30.869,31.544,Nordrhein-Westfalen

382.,Geestland⁠19,13.067,14.919,15.624,18.163,18.477,30.966,31.507,Niedersachsen

383.,Neuruppin,22.369,25.544,26.925,32.598,31.599,30.764,31.422,Brandenburg

384.,Hoyerswerda,59.144,70.705,64.888,50.203,37.379,31.790,31.356,Sachsen

385.,Altenburg,46.799,55.372,48.926,41.290,34.972,31.101,31.315,Thüringen

386.,Burgdorf,18.102,28.196,29.022,30.314,29.886,30.899,31.287,Niedersachsen

387.,Kreuztal,28.952,30.219,30.885,32.099,30.995,30.965,31.197,Nordrhein-Westfalen

388.,Rheinberg,12.070,26.332,27.886,31.193,31.587,30.933,31.150,Nordrhein-Westfalen

389.,Gevelsberg,33.667,31.485,33.217,33.621,31.518,30.733,31.097,Nordrhein-Westfalen

390.,Werl,24.619,25.808,28.554,31.623,31.655,30.702,31.045,Nordrhein-Westfalen

391.,Lohmar,17.870,23.496,27.098,30.659,31.129,30.316,30.846,Nordrhein-Westfalen

392.,Walsrode,14.318,22.650,22.750,24.053,23.978,30.220,30.819,Niedersachsen

393.,Friedberg (Hessen),16.782,24.233,24.633,26.751,27.962,29.477,30.818,Hessen

394.,Taunusstein,14.121,25.659,26.977,28.745,28.963,30.068,30.810,Hessen

395.,Weil am Rhein,20.657,26.076,27.082,28.762,29.918,30.009,30.769,Baden-Württemberg

396.,Einbeck,18.609,28.867,28.988,28.752,26.426,30.449,30.728,Niedersachsen

397.,Osterholz-Scharmbeck,15.273,23.632,24.705,31.206,30.198,30.366,30.659,Niedersachsen

398.,Ennepetal,37.137,35.729,34.270,33.725,30.486,30.117,30.652,Nordrhein-Westfalen

398.,Bad Hersfeld,23.247,28.248,30.249,30.778,30.087,30.039,30.652,Hessen

400.,Haan,20.821,28.571,29.860,29.677,29.149,30.263,30.542,Nordrhein-Westfalen

401.,Neuburg an der Donau,18.808,24.097,25.474,27.816,28.197,29.662,30.467,Bayern

402.,Friedberg,12.961,24.907,26.818,29.054,28.947,29.916,30.407,Bayern

403.,Schönebeck,46.234,44.802,42.142,36.397,33.888,30.387,30.389,Sachsen-Anhalt

404.,Andernach,27.139,27.135,28.030,29.319,29.542,30.132,30.277,Rheinland-Pfalz

405.,Gaggenau,21.124,28.533,28.761,29.721,29.032,29.932,30.250,Baden-Württemberg

406.,Bretten,11.543,22.937,24.264,27.172,28.466,29.538,30.073,Baden-Württemberg

407.,Merzig,12.161,29.714,30.031,30.869,30.355,29.700,30.051,Saarland

408.,Meschede,15.727,31.350,31.715,32.679,30.823,29.696,30.025,Nordrhein-Westfalen

409.,Schwandorf,16.190,27.166,26.393,27.820,27.736,29.020,29.990,Bayern

410.,Rietberg,20.572,23.606,24.138,28.029,28.868,29.432,29.919,Nordrhein-Westfalen

411.,Wedemark⁠(*) ⁠21,4.219⁠(a),23.530,24.758,28.373,29.063,29.550,29.814,Niedersachsen

412.,Bad Zwischenahn⁠(*) ⁠22,20.798,23.583,23.828,25.536,27.537,29.129,29.803,Niedersachsen

413.,Rendsburg,34.820,32.548,31.170,29.321,28.217,28.705,29.743,Schleswig-Holstein

414.,Werne,21.123,26.656,29.484,30.825,29.901,29.588,29.680,Nordrhein-Westfalen

415.,Waltrop,25.743,27.045,29.354,30.406,29.636,29.472,29.644,Nordrhein-Westfalen

416.,Oelde,21.123,27.579,27.759,29.227,29.276,29.133,29.644,Nordrhein-Westfalen

417.,Güstrow,37.428,37.169,37.513,32.323,30.018,29.083,29.556,Mecklenburg-Vorpommern

418.,Landsberg am Lech,14.260,18.309,21.039,25.564,28.121,29.346,29.551,Bayern

419.,Unterschleißheim,7.019⁠(a),15.897,24.180,25.633,26.416,28.824,29.523,Bayern

420.,Northeim,21.850,32.170,31.381,31.691,29.431,29.092,29.440,Niedersachsen

421.,Tönisvorst,19.872,22.228,24.844,30.347,29.699,29.249,29.319,Nordrhein-Westfalen

422.,Vaihingen an der Enz,7.850⁠(a),22.907,24.461,27.578,28.833,29.307,29.305,Baden-Württemberg

423.,Mühlheim am Main,20.820,24.490,24.303,26.082,26.881,28.534,29.252,Hessen

424.,Winnenden,14.446,22.334,23.995,27.214,27.599,28.334,29.245,Baden-Württemberg

425.,Saalfeld/Saale,33.643,34.430,32.988,29.511,26.755,29.071,29.224,Thüringen

426.,Blankenfelde-Mahlow⁠(*) ⁠25,7.192,7.383⁠(b),7.820⁠(c),10.241,25.718,28.606,29.159,Brandenburg

427.,Bühl,10.013,22.307,24.667,28.496,29.452,28.889,29.133,Baden-Württemberg

428.,Springe,12.858,30.368,29.752,29.897,29.301,29.084,29.113,Niedersachsen

429.,Kelkheim (Taunus),16.545,27.089,26.203,26.755,27.883,29.162,29.112,Hessen

430.,Riesa,49.960,52.540,45.440,39.367,34.013,29.256,29.076,Sachsen

431.,Meißen,45.609,39.619,34.575,29.398,27.545,28.231,29.011,Sachsen

432.,Rösrath,19.226,21.340,22.849,26.330,27.288,28.759,28.889,Nordrhein-Westfalen

433.,Emmendingen,16.462,24.740,23.590,24.919,26.874,28.051,28.856,Baden-Württemberg

434.,Idar-Oberstein,38.755,35.434,33.764,33.646,30.379,28.313,28.851,Rheinland-Pfalz

435.,Rödermark⁠23,9.257⁠(a),22.002,25.018,26.049,25.926,28.344,28.834,Hessen

436.,Schwelm,34.058,31.108,30.394,30.569,28.614,28.590,28.723,Nordrhein-Westfalen

437.,Höxter,32.830,32.430,33.079,33.117,31.089,28.509,28.709,Nordrhein-Westfalen

438.,Geislingen an der Steige,27.196,27.344,26.993,27.998,26.841,28.400,28.655,Baden-Württemberg

439.,Mechernich,13.233,21.673,22.755,26.003,27.154,27.986,28.567,Nordrhein-Westfalen

440.,Reinbek,15.456,25.051,24.670,24.570,25.821,28.250,28.536,Schleswig-Holstein

441.,Hattersheim am Main,9.435⁠(a),23.670,23.675,24.752,25.680,27.747,28.528,Hessen

442.,Verden (Aller),17.014,24.261,24.589,27.082,26.802,27.636,28.526,Niedersachsen

443.,Ludwigsfelde,16.738,20.604,21.665,23.031,24.044,26.936,28.424,Brandenburg

444.,Baunatal,13.077,21.366,24.941,28.020,27.642,27.915,28.339,Hessen

445.,Henstedt-Ulzburg⁠(*),10.645,18.753,21.402,24.950,27.189,28.001,28.323,Schleswig-Holstein

446.,Geilenkirchen,10.143,21.833,22.808,27.826,28.253,27.518,28.252,Nordrhein-Westfalen

447.,Kevelaer,20.555,21.614,23.309,27.060,28.328,27.955,28.232,Nordrhein-Westfalen

448.,Königsbrunn,12.973,18.006,22.035,26.539,27.406,28.075,28.231,Bayern

449.,Grimma,16.639,17.391,17.698,18.729,18.711,28.149,28.205,Sachsen

450.,Arnstadt,28.990,29.965,28.743,27.220,25.000,27.072,28.124,Thüringen

451.,Wegberg,15.611,24.654,25.445,28.543,29.100,28.130,28.074,Nordrhein-Westfalen

452.,Leichlingen (Rheinland),20.254,24.612,25.996,26.796,27.481,27.885,28.048,Nordrhein-Westfalen

453.,Zeitz,46.864,44.142,40.012,32.227,31.556,27.187,27.976,Sachsen-Anhalt

454.,Neukirchen-Vluyn,13.973,25.519,26.591,28.525,27.579,27.532,27.956,Nordrhein-Westfalen

455.,Olching,9.255⁠(a),18.981,20.702,22.796,25.018,27.930,27.927,Bayern

456.,Griesheim,16.791,20.243,21.187,24.398,26.317,27.703,27.837,Hessen

457.,Lohne (Oldenburg),15.942,18.601,20.106,24.564,26.047,27.259,27.814,Niedersachsen

458.,Sundern (Sauerland),9.525⁠(a),25.689,27.250,29.867,28.730,27.554,27.741,Nordrhein-Westfalen

459.,Teltow,15.330,15.260,14.859,17.938,22.538,27.097,27.697,Brandenburg

460.,Baesweiler,13.764,23.509,24.442,27.434,27.898,27.319,27.620,Nordrhein-Westfalen

461.,Wetter (Ruhr),30.756,29.840,28.880,29.851,28.113,27.269,27.550,Nordrhein-Westfalen

462.,Garmisch-Partenkirchen⁠(*),27.101,27.828,26.837,26.364,26.068,27.253,27.482,Bayern

463.,Schloß Holte-Stukenbrock,16.003,20.425,21.402,25.562,26.156,26.943,27.467,Nordrhein-Westfalen

464.,Wangen im Allgäu,14.462,23.259,24.589,25.982,27.461,26.927,27.411,Baden-Württemberg

465.,Overath,15.636,21.476,23.902,26.115,26.990,27.124,27.405,Nordrhein-Westfalen

466.,Butzbach,15.732,21.274,22.308,24.954,24.971,26.476,27.402,Hessen

467.,Strausberg,19.434,24.169,28.523,26.221,26.206,26.939,27.344,Brandenburg

468.,Ehingen (Donau),13.512,21.988,23.568,24.898,25.670,26.398,27.276,Baden-Württemberg

469.,Hamminkeln,4.378⁠(a),21.857,24.659,27.161,27.711,26.962,27.248,Nordrhein-Westfalen

470.,Leimen,9.318⁠(a),17.043,20.361,25.850,27.225,26.862,27.142,Baden-Württemberg

471.,Hohen Neuendorf,9.566,9.059⁠(b),8.281⁠(c),18.922,24.384,26.380,27.139,Brandenburg

472.,Rheinbach,18.824,21.841,22.990,25.943,27.392,26.949,27.102,Nordrhein-Westfalen

473.,Weinstadt⁠24,5.111⁠(a),23.244,23.999,25.484,26.421,26.916,27.088,Baden-Württemberg

474.,Wiesloch,16.145,21.746,22.947,25.528,26.034,26.605,27.049,Baden-Württemberg

475.,Werder (Havel),9.765,10.404,10.722,15.115,23.017,26.662,27.039,Brandenburg

476.,Heppenheim (Bergstraße),16.957,23.786,23.859,25.434,25.266,26.218,26.946,Hessen

477.,Pfaffenhofen an der Ilm,9.808⁠(a),15.715,19.510,22.376,24.158,26.272,26.943,Bayern

478.,Hennigsdorf,24.542,27.185,24.387,26.306,25.909,26.559,26.728,Brandenburg

479.,Heiligenhaus,28.727,29.661,29.715,28.442,26.659,26.301,26.681,Nordrhein-Westfalen

480.,Bad Neuenahr-Ahrweiler,23.869,26.141,25.178,27.061,27.398,28.634,26.669,Rheinland-Pfalz

481.,Aschersleben,37.163,35.083,32.545,27.312,29.082,26.737,26.604,Sachsen-Anhalt

482.,Remseck am Neckar⁠26,4.539⁠(a),16.593,17.459,20.013,23.355,26.508,26.549,Baden-Württemberg

483.,Neckarsulm,18.483,21.871,22.690,27.482,26.511,26.324,26.495,Baden-Württemberg

484.,Achern,7.596⁠(a),20.543,21.382,23.463,25.014,25.615,26.471,Baden-Württemberg

485.,Lauf an der Pegnitz,16.116,21.836,23.390,25.770,26.127,26.434,26.420,Bayern

486.,Groß-Gerau,13.277,21.432,22.137,23.349,23.409,25.685,26.418,Hessen

487.,Mühlacker,14.194,24.216,25.301,25.969,25.369,26.093,26.394,Baden-Württemberg

488.,Weiterstadt,7.233⁠(a),19.068,21.795,23.907,24.378,26.064,26.322,Hessen

489.,Bingen am Rhein,23.627,23.528,23.853,24.710,24.276,25.736,26.309,Rheinland-Pfalz

490.,Nordenham,28.207,30.311,28.773,28.183,26.826,26.102,26.308,Niedersachsen

491.,Zirndorf,13.388,20.978,21.494,24.950,25.965,25.748,26.234,Bayern

492.,Selm,15.552,23.762,24.891,27.240,27.001,25.802,26.163,Nordrhein-Westfalen

493.,Bad Honnef,19.943,20.907,22.577,25.004,25.213,25.759,26.061,Nordrhein-Westfalen

494.,Lübbecke,11.238,21.470,23.695,25.908,25.796,25.573,26.027,Nordrhein-Westfalen

495.,Harsewinkel,10.415,18.403,20.135,23.639,24.072,25.338,25.999,Nordrhein-Westfalen

496.,Unterhaching⁠(*),14.460,17.041,18.313,20.427,22.774,25.234,25.873,Bayern

497.,Lindau (Bodensee),25.232,24.216,24.378,23.874,24.772,25.543,25.846,Bayern

498.,Schleswig,32.270,29.798,26.998,25.093,24.058,25.322,25.832,Schleswig-Holstein

499.,Kulmbach,23.786,28.226,27.871,28.258,26.768,25.781,25.818,Bayern

500.,Helmstedt,27.326,26.718,27.034,26.101,23.937,25.544,25.779,Niedersachsen

501.,Horb am Neckar,5.001⁠(a),20.668,22.541,25.154,25.603,25.092,25.752,Baden-Württemberg

502.,Rinteln,10.865,25.849,26.979,28.392,26.879,25.487,25.721,Niedersachsen

503.,Ellwangen (Jagst),13.049,21.242,22.594,24.655,24.589,24.477,25.678,Baden-Württemberg

504.,Friedrichsdorf,3.930⁠(a),22.657,23.392,24.282,24.685,25.528,25.662,Hessen

505.,Geretsried,16.438,20.034,21.866,23.056,23.306,25.380,25.623,Bayern

506.,St. Wendel,10.086,26.702,27.059,27.303,26.208,25.438,25.583,Saarland

507.,Idstein,9.213⁠(a),18.473,20.241,22.611,23.252,25.241,25.554,Hessen

508.,Vaterstetten⁠(*) ⁠31,8.825⁠(a),17.979,18.751,20.978,22.070,24.789,25.530,Bayern

509.,Verl,15.712,18.406,19.771,23.315,24.984,25.382,25.522,Nordrhein-Westfalen

510.,Rottweil,20.532,23.673,24.002,25.180,25.659,24.975,25.513,Baden-Württemberg

511.,Brilon,13.828,24.533,25.303,27.347,26.335,25.336,25.511,Nordrhein-Westfalen

512.,Sangerhausen,32.303,33.937,32.697,25.399,29.679,25.703,25.441,Sachsen-Anhalt

513.,Öhringen,11.446,16.211,18.535,22.005,22.762,24.925,25.388,Baden-Württemberg

514.,Roth,11.722,21.657,21.737,24.858,24.417,25.232,25.367,Bayern

515.,Lennestadt,25.408,25.996,26.468,28.026,27.115,25.140,25.352,Nordrhein-Westfalen

516.,Wiehl,16.821,21.102,23.132,26.448,25.645,25.199,25.314,Nordrhein-Westfalen

517.,Salzkotten,5.909⁠(a),18.216,20.495,23.501,24.868,25.013,25.311,Nordrhein-Westfalen

518.,Obertshausen,9.096⁠(a),20.897,23.285,24.658,24.083,24.977,25.307,Hessen

519.,Lüdinghausen,12.824,17.968,20.152,22.873,24.195,24.810,25.259,Nordrhein-Westfalen

520.,Weingarten,18.181,21.991,22.987,23.491,23.875,25.158,25.257,Baden-Württemberg

521.,Delitzsch,24.435,25.248,27.051,26.331,26.344,24.755,25.244,Sachsen

522.,Pfungstadt,17.194,23.470,23.864,25.043,24.615,25.029,25.231,Hessen

523.,Petershagen,3.612⁠(a),24.063,24.543,27.040,25.750,25.045,25.222,Nordrhein-Westfalen

524.,Stutensee⁠27,6.120⁠(a),18.404,20.064,21.375,23.583,24.897,25.204,Baden-Württemberg

525.,Norden,16.976,24.384,23.815,24.957,25.116,24.767,25.179,Niedersachsen

526.,Espelkamp,12.860,23.045,26.101,26.952,25.236,24.676,25.174,Nordrhein-Westfalen

527.,Ditzingen,11.534,22.480,23.035,23.888,24.493,24.719,25.145,Baden-Württemberg

528.,Köthen (Anhalt),36.624,34.639,33.097,30.360,28.243,25.244,25.116,Sachsen-Anhalt

529.,Olpe,21.164,22.351,23.785,25.162,25.409,24.593,25.015,Nordrhein-Westfalen

530.,Plettenberg,30.288,29.046,29.083,29.031,26.321,24.978,24.954,Nordrhein-Westfalen

531.,Bad Oldesloe,18.444,20.159,21.097,23.314,24.322,24.784,24.935,Schleswig-Holstein

532.,Schmallenberg,5.207⁠(a),25.017,25.077,26.556,25.281,24.806,24.878,Nordrhein-Westfalen

533.,Meckenheim,7.997⁠(a),16.751,22.814,25.319,24.241,24.741,24.877,Nordrhein-Westfalen

534.,Sprockhövel,21.911,24.356,24.505,26.454,25.408,24.702,24.838,Nordrhein-Westfalen

535.,Syke,7.116⁠(a),18.292,19.674,23.565,24.341,24.261,24.810,Niedersachsen

536.,Zittau,43.321,41.852,34.465,27.454,28.212,24.738,24.794,Sachsen

537.,Rudolstadt,31.683,31.368,30.423,27.528,23.762,24.672,24.749,Thüringen

538.,Meiningen,25.557,25.528,25.585,22.240,21.590,24.722,24.745,Thüringen

539.,Warstein,10.438,28.329,28.363,29.028,27.170,24.520,24.647,Nordrhein-Westfalen

